country,target,exp_var,cont_var
Estonia,80.79339,35097.7041021572,97.6676864624023
Estonia,80.76691,33821.93290847,97.2301712036133
Estonia,80.7042,32008.9343566614,97.1177978515625
Estonia,80.53864,31038.8046287051,97.1464080810547
Eswatini,59.49273,8621.8040669514,114.45629119873
Eswatini,58.71977,8520.59238619335,114.693618774414
Eswatini,58.62573,8408.04312159643,115.160140991211
Eswatini,58.37605,8321.03191383719,116.795013427734
Eswatini,56.9378,8304.65845837116,119.215377807617
Fiji,61.47892,13684.3608160228,116.459106445313
Fiji,61.38188,13846.1588353285,109.87148539225298
Fiji,61.34481,13429.3006222384,109.87148539225298
Fiji,61.26819,12820.7246047956,106.438888549805
Fiji,62.79354,12569.1431129142,106.716461181641
Finland,80.17834,48641.6240784137,99.9157333374023
Finland,80.04165,48049.5837841337,100.205108642578
Finland,79.98436,47570.133583848,100.154640197754
Finland,80.09777,46206.7878130494,100.418838500977
Finland,80.10477,45072.5902146238,100.560791015625
France,76.80465,46017.7659610004,102.539482116699
France,76.77957,45284.0027939624,102.464408874512
France,76.01011,44577.0645745394,102.417221069336
France,76.25038,43705.1475593257,102.260429382324
France,76.14755,43345.7864281559,101.989639282227
"Gambia, The",50.29381,2222.87959013357,101.659973144531
"Gambia, The",47.82604,2158.07755816639,98.0143814086914
"Gambia, The",47.75707,2072.64683284207,95.2371063232422
"Gambia, The",47.75618,2036.87715930988,92.0222091674805
"Gambia, The",46.23324,2058.65814621739,90.0451278686523
Georgia,83.73393,14989.2581602038,99.2988815307617
Georgia,83.4992,14253.4089858441,98.6308364868164
Georgia,83.01189,13589.7073915159,100.358306884766
Georgia,80.79351,12963.7439586374,100.343948364258
Georgia,78.30005,12605.1400698178,102.753471374512
Germany,79.71004,53929.6392852715,102.516181945801
Germany,79.34794,53486.8405707004,103.894561767578
Germany,79.34962,53071.4555699913,104.022361755371
Germany,79.5543,51879.6725937905,102.677558898926
Germany,79.5005,51159.2974643888,101.667449951172
Ghana,59.96017,5396.86608780051,104.841407775879
Ghana,60.43442,5177.88398862782,103.568466186523
Ghana,58.37525,4983.68885597284,105.509880065918
Ghana,58.03559,4712.51435451414,106.727966308594
Ghana,56.99383,4662.30319092518,108.337890625
Greece,68.42391,29723.2219580446,99.9662017822266
Greece,67.40997,29150.6944922443,99.3664321899414
Greece,67.11485,28645.0436174422,99.5534820556641
Greece,67.08976,28226.9072784414,99.2777328491211
Greece,66.92296,28248.1259561464,99.5262985229492
Grenada,53.44488,17050.2930413479,112.337131500244
Grenada,53.37453,16801.9552384337,106.850761413574
Grenada,53.30874,16217.4998498411,111.447731018066
Grenada,53.41014,15613.6901268414,112.497871398926
Grenada,53.57188,15142.06257045,118.55216217041
Guatemala,62.59562,8653.30819508205,101.873489379883
Guatemala,62.53299,8462.17210684372,101.902618408203
Guatemala,61.52534,8322.21680991504,101.194892883301
Guatemala,61.95631,8206.04798668298,100.812301635742
Guatemala,61.68036,8125.65553391647,101.512687683105
Honduras,56.26791,5736.18163330613,91.4544677734375
Honduras,55.97099,5680.36288396582,92.08793830871582
Honduras,55.88601,5561.99454219124,91.5349578857422
Honduras,55.73586,5395.61455082235,92.5846862792969
Honduras,56.12768,5283.41691357908,92.7776412963867
"Hong Kong SAR, China",85.3154,59586.2040065092,109.322532653809
"Hong Kong SAR, China",85.08628,61062.9476532626,108.617668151855
"Hong Kong SAR, China",85.04858,59849.2481763342,107.762321472168
"Hong Kong SAR, China",84.76059,58096.2992560876,108.141746520996
"Hong Kong SAR, China",84.32249,57215.948033846,110.226760864258
Hungary,73.41584,32553.5236997988,95.4909362792969
Hungary,73.23963,31095.557503677,96.7604827880859
Hungary,72.6828,29465.1262413898,100.805473327637
Hungary,71.3825,28170.8213622975,101.878807067871
Hungary,71.06578,27499.3244662857,102.325119018555
Iceland,78.96154,56935.7727270827,100.969352722168
Iceland,79.011,56818.1958373473,100.439910888672
Iceland,78.99464,55638.4920591796,100.351440429688
Iceland,79.00524,54665.7639158138,99.5341415405273
Iceland,78.97419,52142.9328074888,98.6254272460938
India,71.04511,6713.93221110733,96.8286819458008
India,67.49639,6518.84505546914,108.2025241851807
India,60.9076,6182.92210857473,112.957862854004
India,55.94046,5851.3948804932,114.53832244873
India,54.52099,5464.39405731664,108.485229492188
Indonesia,69.57879,11811.9755589147,105.973093032837
Indonesia,68.184,11371.7255560847,106.410820007324
Indonesia,66.86799,10935.6317158256,105.911430358887
Indonesia,64.66011,10531.1109693569,105.609878540039
Indonesia,62.11215,10149.6038700252,105.960243225098
"Iran, Islamic Rep.",58.54658,12389.2233504388,110.28127288818366
"Iran, Islamic Rep.",58.63915,13471.8606376875,110.28127288818366
"Iran, Islamic Rep.",55.69678,14535.8735778483,110.707542419434
"Iran, Islamic Rep.",55.70786,14205.2116338951,111.235572814941
"Iran, Islamic Rep.",55.37743,12698.1091975659,108.900703430176
Ireland,79.57614,86650.0046591322,100.980857849121
Ireland,79.58999,83726.362960889,101.03288269043
Ireland,80.10187,77749.2019569363,100.852783203125
Ireland,80.10484,72150.0399688693,101.341491699219
Ireland,79.79674,71508.7338395954,101.184638977051
Israel,76.67572,40007.3191584114,104.530158996582
Israel,74.98013,39418.3453068224,104.688430786133
Israel,74.34011,38833.9734252986,104.901123046875
Israel,74.20098,38234.7244825066,104.748046875
Israel,72.99577,37554.5986562961,105.623962402344
Italy,72.85055,42662.5223699096,100.969337463379
Italy,73.04291,42052.5563822519,101.247947692871
Italy,73.19206,41581.120790548,101.879356384277
Italy,71.82565,40837.7376281437,99.4254608154297
Italy,71.68638,40247.8290437942,100.386749267578
Japan,77.99983,42022.4896153768,97.84671783447266
Japan,78.04159,41821.7085276266,97.5868835449219
Japan,78.01404,41505.0824777862,97.7104873657227
Japan,77.9374,40754.102931535,98.2427825927734
Japan,77.52941,40402.581505529,97.84671783447266
Jordan,68.97453,10071.379888314,81.7992095947266
Jordan,61.28281,10013.3976633388,81.4589004516602
Jordan,59.92558,10003.5749827297,80.770866394043
Jordan,57.0245,10036.5436154339,78.560417175293
Jordan,56.73912,10145.8366996846,80.64734840393069
Kazakhstan,79.55915,26351.8044418782,104.37133026123
Kazakhstan,78.04085,25544.3447563035,105.836730957031
Kazakhstan,76.87746,24862.9661245889,108.747756958008
Kazakhstan,74.84879,24210.8629616382,109.885208129883
Kazakhstan,70.91902,24290.4176339265,111.640083312988
Kenya,73.21648,4329.87188383259,103.433452606201
Kenya,70.97866,4203.83827267811,103.433452606201
Kenya,65.40809,4046.23477111755,103.433452606201
Kenya,62.79134,3952.75813183016,103.205337524414
Kenya,58.00993,3824.75930317654,103.661567687988
Kiribati,46.93884,2270.10860723388,104.37985992431634
Kiribati,46.76976,2254.05923175595,104.37985992431634
Kiribati,46.16176,2235.69498518996,101.304611206055
Kiribati,46.74575,2247.91977861726,106.283836364746
Kiribati,45.40564,2168.99773241889,105.551132202148
"Korea, Rep.",84.00083,42719.0002563009,100.989448547363
"Korea, Rep.",83.96046,41948.3460057222,99.6097793579102
"Korea, Rep.",83.96525,40957.4180587145,98.0886001586914
"Korea, Rep.",83.96555,39814.6589279289,97.7184219360352
"Korea, Rep.",83.08952,38828.7409976118,98.784538269043
Kuwait,67.40473,49853.7362805684,88.0060882568359
Kuwait,62.56073,50478.5875050676,92.3602676391602
Kuwait,61.78943,50855.5528597544,95.6887969970703
Kuwait,59.96924,54708.9797919819,100.532150268555
Kuwait,60.65525,54834.3916726177,102.589736938477
Kyrgyz Republic,67.82089,5258.36669601039,106.047813415527
Kyrgyz Republic,65.41049,5133.1519146081,107.565406799316
Kyrgyz Republic,62.35959,5046.69153549095,107.042427062988
Kyrgyz Republic,61.31719,4912.38248430885,104.601470947266
Kyrgyz Republic,61.2702,4805.14109238388,105.41007232666
Lao PDR,50.82456,7886.65281419668,100.045959472656
Lao PDR,49.77807,7592.82947474583,102.360992431641
Lao PDR,49.98578,7257.81210698745,106.017402648926
Lao PDR,49.05728,6896.12737379045,109.651756286621
Lao PDR,48.20686,6543.67068865935,113.965599060059
Latvia,80.28054,30858.750074744,99.9834365844727
Latvia,80.31973,30036.0865499334,99.614387512207
Latvia,79.99279,28650.0077575999,99.3678436279297
Latvia,80.59931,27503.1773004104,99.1985473632813
Latvia,79.13397,26621.2722286526,99.3933181762695
Lesotho,59.4294,2583.92437114575,118.40909576416033
Lesotho,58.68291,2614.65884916972,118.40909576416033
Lesotho,58.56005,2668.29142526247,120.897499084473
Lesotho,58.01146,2776.74098382062,117.695266723633
Lesotho,55.18767,2701.42185521194,116.634521484375
Liberia,43.22747,1427.8190899409,89.97070312500004
Liberia,43.54307,1497.00478720289,89.97070312500004
Liberia,43.58222,1515.64453975331,85.1091918945313
Liberia,39.98301,1516.35571427608,89.4702072143555
Liberia,39.95919,1580.47922766632,95.3327102661133
Lithuania,81.61948,37062.5867515036,102.992378234863
Lithuania,80.95864,35427.4618636641,104.265342712402
Lithuania,80.63462,33761.871239796,103.87474822998
Lithuania,79.21677,31925.8034212317,102.891799926758
Lithuania,78.99313,30748.1963109529,102.089256286621
Luxembourg,69.6031,113940.23744151,104.654457092285
Luxembourg,69.58703,113589.670473448,103.276336669922
Luxembourg,69.58844,112308.17379315,102.285949707031
Luxembourg,69.1733,113035.834714458,100.78978729248
Luxembourg,69.15342,110446.086101647,98.9722518920898
"Macao SAR, China",,127161.499444924,101.342720031738
"Macao SAR, China",,132416.8028844,100.409370422363
"Macao SAR, China",,126183.676088526,101.430252075195
"Macao SAR, China",,116556.788348295,101.528541564941
"Macao SAR, China",,119439.768338955,99.3445816040039
Madagascar,47.72865,1618.53231427249,134.061462402344
Madagascar,47.04235,1592.05355843859,142.534286499023
Madagascar,46.38142,1584.42447526047,141.93353271484375
Madagascar,42.74769,1565.86755310165,143.824188232422
Madagascar,41.89608,1546.76704618335,147.314193725586
Malawi,60.9371,1514.66267654193,144.810989379883
Malawi,60.362,1471.03724879602,142.457824707031
Malawi,59.52076,1446.47306246706,145.488876342773
Malawi,53.22437,1428.42391726074,144.532943725586
Malawi,49.70961,1432.08525892858,146.396820068359
Malaysia,81.47337,28364.4763211606,104.382522583008
Malaysia,81.33541,27558.1369502408,104.935997009277
Malaysia,78.77204,26661.5074160333,105.291603088379
Malaysia,78.27291,25541.7705112243,104.999183654785
Malaysia,78.60753,24787.8237457166,103.818672180176
Maldives,53.27453,19531.0425624222,98.0381622314453
Maldives,53.2984,18795.5303498427,96.5971374511719
Maldives,53.20063,18058.5810797009,97.1098022460938
Maldives,52.38841,17584.1475352396,99.4276962280273
Maldives,52.4375,17284.6478941089,101.534942626953
Mali,52.94472,2321.91717305646,77.15620422363283
Mali,53.12964,2283.70241285673,75.6006011962891
Mali,52.87624,2246.79742084484,80.1707763671875
Mali,52.61403,2198.56038119009,77.1702575683594
Mali,50.27763,2139.73629713506,75.6831817626953
Malta,66.13941,43950.5880527847,106.606178283691
Malta,65.4975,43313.4770253615,106.674171447754
Malta,65.21409,42644.0508459903,104.99836730957
Malta,64.77862,40536.7181783198,103.97274017334
Malta,62.28109,39845.1145672313,103.549201965332
Marshall Islands,50.8911,4029.08632919678,79.5557022094727
Marshall Islands,50.93322,3806.68972448112,83.93682352701823
Marshall Islands,50.94163,3706.25315797355,83.93682352701823
Marshall Islands,50.90663,3605.47768872129,84.7401580810547
Marshall Islands,50.5639,3586.05642087459,87.5146102905273
Mauritania,51.06288,5197.0722508281,100.408630371094
Mauritania,49.37674,5042.43119844404,99.8917617797852
Mauritania,48.44839,5077.18598735595,96.6590423583984
Mauritania,46.88194,5045.89672406524,96.8344192504883
Mauritania,43.75791,5127.43228246614,104.511032104492
Mauritius,81.46811,22870.2862495308,99.5205612182617
Mauritius,80.33655,22208.1381171868,101.107597351074
Mauritius,78.89594,21415.1161096211,101.525238037109
Mauritius,76.48622,20646.9330000973,102.453407287598
Mauritius,76.02546,19897.4753965644,102.920539855957
Mexico,72.35556,19701.337669842,104.655822753906
Mexico,72.3064,19928.3956618582,105.02806854248
Mexico,72.53669,19721.2609759241,105.770011901855
Mexico,72.37307,19539.2612488443,106.277732849121
Mexico,71.64492,19268.9143963283,106.606109619141
"Micronesia, Fed. Sts.",48.10341,3466.41329281782,96.8056030273438
"Micronesia, Fed. Sts.",48.09786,3460.90904773797,97.00568898518884
"Micronesia, Fed. Sts.",48.10096,3490.13048688552,97.00568898518884
"Micronesia, Fed. Sts.",48.08887,3437.38984001769,97.0367202758789
"Micronesia, Fed. Sts.",48.09489,3448.30369231563,97.1747436523438
Moldova,74.39091,13022.0046061019,104.831916809082
Moldova,73.12546,12363.1468378401,103.163192749023
Moldova,72.72602,11651.3174546862,103.542449951172
Moldova,72.5204,10942.5508739575,104.37663269043
Moldova,71.39344,10360.8295911083,105.689743041992
Mongolia,67.77262,12316.7913725436,103.416007995605
Mongolia,67.67673,11915.5567471637,104.04035949707
Mongolia,67.40642,11311.7611259291,102.934089660645
Mongolia,66.1351,10940.4186480461,102.969802856445
Mongolia,65.29449,11022.9785342491,100.362373352051
Montenegro,73.81891,21533.949235748,100.633377075195
Montenegro,73.70804,20686.5759142606,100.002548217773
Montenegro,73.84108,19682.2833488194,98.1132125854492
Montenegro,71.22233,18797.9056157308,95.9437484741211
Montenegro,70.60633,18263.6006034136,95.4030914306641
Morocco,73.38133,7537.48527234118,114.764678955078
Morocco,71.67294,7446.93622037578,113.876579284668
Morocco,69.21146,7312.05677903856,112.402160644531
Morocco,69.23623,7106.24124906058,110.395782470703
Morocco,67.39799,7126.67058575575,109.523971557617
Mozambique,54.9955,1281.50604143547,116.381141662598
Mozambique,54.56326,1289.73594800556,112.60498046875
Mozambique,52.78803,1283.65986980986,107.813247680664
Mozambique,52.06337,1273.78363325041,108.646560668945
Mozambique,52.81247,1262.61312778202,108.62914276123
Myanmar,46.82775,5082.50316102148,111.144920349121
Myanmar,43.4838,5029.1880858737,112.306671142578
Myanmar,42.97482,4739.91544500094,112.223648071289
Myanmar,42.67139,4482.92679957997,108.904441833496
Myanmar,42.12121,4268.5006767951,111.144920349121
Namibia,61.35078,9845.21306790198,124.213779449463
Namibia,61.35142,10092.258820242,124.248390197754
Namibia,61.10494,10171.4214929004,124.179168701172
Namibia,60.08295,10471.2792874759,124.213779449463
Namibia,60.04482,10662.8299304666,124.213779449463
Nauru,,13527.411941066,121.704917907715
Nauru,,13636.3609415279,124.0692443847655
Nauru,,12975.3923824717,124.0692443847655
Nauru,,13901.9536121477,126.433570861816
Nauru,,13551.9625979464,124.0692443847655
Nepal,63.1866,3952.76034914913,142.143463134766
Nepal,59.65408,3773.71591761441,143.6823806762695
Nepal,59.98159,3565.19780740052,143.919540405273
Nepal,58.02771,3315.8144141419,144.488845825195
Nepal,59.70833,3331.87176945857,144.177673339844
Netherlands,76.10376,56784.0372529824,106.095817565918
Netherlands,76.09693,56060.9136269404,105.221031188965
Netherlands,76.08463,55088.6338006744,104.229621887207
Netherlands,75.57281,53847.8265545448,103.286758422852
Netherlands,75.5221,52974.1162200949,102.697601318359
New Zealand,86.76465,42877.9429107086,101.677696228027
New Zealand,87.00452,42866.1272276586,101.071418762207
New Zealand,87.02213,42285.319902666,99.9747619628906
New Zealand,87.16633,41672.1012399483,98.8214492797852
New Zealand,87.13471,41086.1153021682,97.9427795410156
Niger,56.75932,1224.51026155853,66.415412902832
Niger,52.3119,1200.97246385835,71.54496192932127
Niger,51.17303,1163.68778361139,74.736198425293
Niger,49.32578,1151.65787379293,73.4323272705078
Niger,46.32429,1132.33120491778,71.5959091186523
Nigeria,56.87589,5135.49946875343,86.08993530273435
Nigeria,53.40471,5155.07599367409,87.454231262207
Nigeria,52.02699,5190.35612668836,86.08993530273435
Nigeria,48.47451,5284.89322799694,84.7256393432617
Nigeria,48.37466,5514.77027265177,86.08993530273435
North Macedonia,80.74807,16600.1436488516,96.3979314168294
North Macedonia,80.65175,16093.3104230501,98.1753768920898
